title,artist,link
Portrait of a Man (Circa 1951),Helmut F G Petzsch Portrait of a Man ,https://collections.ed.ac.uk/art/record/21391?highlight=*:*
"Metope 9, south entablature, Parthenon (1837)",Metope ,https://collections.ed.ac.uk/art/record/20645?highlight=*:*
Unknown (1950),Muriel Davidson Unknown ,https://collections.ed.ac.uk/art/record/53476?highlight=*:*
Standing Nude Woman (1955),Edith C. Duke Standing Nude Woman ,https://collections.ed.ac.uk/art/record/122832?highlight=*:*
A Puppet of Power (Circa 1956),Peter G. Collins A Puppet of Power ,https://collections.ed.ac.uk/art/record/22576?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53683?highlight=*:*
Architectural Interior (1980s),Kathleen A. Binns Architectural Interior ,https://collections.ed.ac.uk/art/record/21430?highlight=*:*
Garden of Eden (1987),Unknown Garden of Eden ,https://collections.ed.ac.uk/art/record/21608?highlight=*:*
Lucca (1949),J. C. Grant Duncan Lucca ,https://collections.ed.ac.uk/art/record/21367?highlight=*:*
Untitled (1962),Leslie Johns Untitled ,https://collections.ed.ac.uk/art/record/21767?highlight=*:*
Gem cabinet 3 (of 6) containing 43 medallions,Unknown Gem cabinet ,https://collections.ed.ac.uk/art/record/20617?highlight=*:*
Untitled (2007),Matt Carter Untitled ,https://collections.ed.ac.uk/art/record/99975?highlight=*:*
Untitled (2002),Kirsty MacDonald Untitled ,https://collections.ed.ac.uk/art/record/99949?highlight=*:*
"Commercial Street, Leith (1950)",John W. Corner Commercial Street,https://collections.ed.ac.uk/art/record/21828?highlight=*:*
Abstract Butterfly (1961),John G. Mitchell Abstract Butterfly ,https://collections.ed.ac.uk/art/record/122911?highlight=*:*
Unknown (1968),Gillian Mather Unknown ,https://collections.ed.ac.uk/art/record/53589?highlight=*:*
Portrait of a Man (Circa 1952),John Houston Portrait of a Man ,https://collections.ed.ac.uk/art/record/21351?highlight=*:*
Untitled (Unknown),Anna Chapman Untitled ,https://collections.ed.ac.uk/art/record/21603?highlight=*:*
Untitled (2002),Zillah Green Untitled ,https://collections.ed.ac.uk/art/record/99951?highlight=*:*
Reclining Nude (1968),Michael Docherty Reclining Nude ,https://collections.ed.ac.uk/art/record/21177?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53679?highlight=*:*
Portrait of a Woman (1959),V Thomson Portrait of a Woman ,https://collections.ed.ac.uk/art/record/20961?highlight=*:*
Untitled (1965),Hugh Tuckerman Untitled ,https://collections.ed.ac.uk/art/record/22025?highlight=*:*
Portrait of a Seated Woman (1962),Carl O Ekevall Portrait of a Seated Woman ,https://collections.ed.ac.uk/art/record/21286?highlight=*:*
Unknown (1949),Mary D Thomson Unknown ,https://collections.ed.ac.uk/art/record/50452?highlight=*:*
Untitled - City Scene at Night (1964-1965),William Gillon Untitled - City Scene at Night ,https://collections.ed.ac.uk/art/record/99483?highlight=*:*
Untitled (Unknown),J. Untitled ,https://collections.ed.ac.uk/art/record/21953?highlight=*:*
Crazily Paved (Unknown),John Brown Crazily Paved ,https://collections.ed.ac.uk/art/record/21661?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),South Frieze of the Parthenon Frieze ,https://collections.ed.ac.uk/art/record/20690?highlight=*:*
Portrait of Man in a Hat (1951),Adam Hogg Portrait of Man in a Hat ,https://collections.ed.ac.uk/art/record/21239?highlight=*:*
The Bakery,Mollie E N Langlands The Bakery,https://collections.ed.ac.uk/art/record/122688?highlight=*:*
Portrait of a Woman (Carole Danielson) (1964),Kirkland Main Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21168?highlight=*:*
Swirlings (1989),Dorothy Black Swirlings ,https://collections.ed.ac.uk/art/record/21972?highlight=*:*
Woman with Cigarettes (Circa 1964),Kirkland Main Woman with Cigarettes ,https://collections.ed.ac.uk/art/record/122718?highlight=*:*
Man and Woman in Brown (Circa 1975),Robin Paine Man and Woman in Brown ,https://collections.ed.ac.uk/art/record/22585?highlight=*:*
Unknown (1965),William S. T. Brodie Unknown ,https://collections.ed.ac.uk/art/record/53597?highlight=*:*
Riders from West Frieze of the Parthenon (1836-1837),Riders from West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20667?highlight=*:*
Mexican needleweaving.birds and geometric pattern (1951),Unknown Mexican needleweaving.birds and geometric pattern ,https://collections.ed.ac.uk/art/record/102692?highlight=*:*
Untitled (Unknown),Dilys R. Lovell Untitled ,https://collections.ed.ac.uk/art/record/21574?highlight=*:*
Portrait of a Man (1959),C Byron Portrait of a Man ,https://collections.ed.ac.uk/art/record/20913?highlight=*:*
"""Mr Smith can't remove himself because he doesn't want to""",Ronald D. Forbes ,https://collections.ed.ac.uk/art/record/22583?highlight=*:*
Untitled,Susan Pettinger Untitled,https://collections.ed.ac.uk/art/record/112500?highlight=*:*
Broderie Anglais jacket,Unknown Broderie Anglais jacket,https://collections.ed.ac.uk/art/record/102664?highlight=*:*
untitled,Joyce M Cumming untitled,https://collections.ed.ac.uk/art/record/112357?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53621?highlight=*:*
Untitled (Unknown),Ruth Beale Untitled ,https://collections.ed.ac.uk/art/record/21942?highlight=*:*
Untitled (1961),Dr Ainslie Yule Untitled ,https://collections.ed.ac.uk/art/record/99531?highlight=*:*
Hibernation (1987),Alastair Mack Hibernation ,https://collections.ed.ac.uk/art/record/21842?highlight=*:*
Seated Female Nude (1957),Isobel Howieson Seated Female Nude ,https://collections.ed.ac.uk/art/record/20962?highlight=*:*
Portrait of a Woman (1939),Olivia Cochrane Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21132?highlight=*:*
Summer Rain (1984),Tom Pow Summer Rain ,https://collections.ed.ac.uk/art/record/122727?highlight=*:*
Reclining Male Nude (06 NOV 1967),Sybil Erskine Reclining Male Nude ,https://collections.ed.ac.uk/art/record/21111?highlight=*:*
Untitled (1960),Kathleen Russell Untitled ,https://collections.ed.ac.uk/art/record/99519?highlight=*:*
Untitled (1997),Sera K Untitled ,https://collections.ed.ac.uk/art/record/21779?highlight=*:*
Untitled (Dec 1972),Alison Duncan Untitled ,https://collections.ed.ac.uk/art/record/21581?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander Unknown ,https://collections.ed.ac.uk/art/record/50573?highlight=*:*
Untitled (11 NOV 1977),Lesley A. Crave Untitled ,https://collections.ed.ac.uk/art/record/21885?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53690?highlight=*:*
Part Figure/Part Landscape Composition (Circa 1970),Helen Grant Part Figure,https://collections.ed.ac.uk/art/record/123114?highlight=*:*
Reclining Male Nude (1958),Ian Hodkinson Reclining Male Nude ,https://collections.ed.ac.uk/art/record/20880?highlight=*:*
Unknown (1957),Peter Crorkin Unknown ,https://collections.ed.ac.uk/art/record/50508?highlight=*:*
Reclining Male Nude (FEB 1951),L Weir Reclining Male Nude ,https://collections.ed.ac.uk/art/record/21223?highlight=*:*
Portrait Sitting Nude Male (1961),Vivien Alexander Portrait Sitting Nude Male ,https://collections.ed.ac.uk/art/record/122852?highlight=*:*
Untitled (1989),Joanne Leonie Milne Untitled ,https://collections.ed.ac.uk/art/record/21896?highlight=*:*
Bathers (Circa 1959),Robert M E Callender Bathers ,https://collections.ed.ac.uk/art/record/122835?highlight=*:*
Sugar Bowl,Emma Gillies Sugar Bowl,https://collections.ed.ac.uk/art/record/53676?highlight=*:*
Seascape (1978),Michael Kinane Seascape ,https://collections.ed.ac.uk/art/record/21492?highlight=*:*
Memories (1983),Stuart T. MacKenzie Memories ,https://collections.ed.ac.uk/art/record/22629?highlight=*:*
Unknown (1960),Hugh Deans Unknown ,https://collections.ed.ac.uk/art/record/53570?highlight=*:*
Frieze from the Temple of Athena Nike (left slab) (1827),Frieze from the Temple of Athena Nike ,https://collections.ed.ac.uk/art/record/20625?highlight=*:*
Unknown,Douglas Gordon Unknown,https://collections.ed.ac.uk/art/record/50633?highlight=*:*
Untitled,Unknown Untitled,https://collections.ed.ac.uk/art/record/102695?highlight=*:*
Untitled (Purple) (2015),Phoebe Mitchell Untitled ,https://collections.ed.ac.uk/art/record/53778?highlight=*:*
Portrait of a Woman (1953),A Scott Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21198?highlight=*:*
Woman with Fish on her Head,John Bellany Woman with Fish on her Head,https://collections.ed.ac.uk/art/record/21530?highlight=*:*
Unknown (1961),John Binning Unknown ,https://collections.ed.ac.uk/art/record/53587?highlight=*:*
Unknown,Gordon Anderson Unknown,https://collections.ed.ac.uk/art/record/50411?highlight=*:*
Abstract (Unknown),Mark Harris Abstract ,https://collections.ed.ac.uk/art/record/21660?highlight=*:*
Untitled - Woman in Hat with Ribbon (1980),Carolyn S Byres Untitled - Woman in Hat with Ribbon ,https://collections.ed.ac.uk/art/record/99426?highlight=*:*
Portrait of Andrew Gorrie (1964),Joyce M Cumming Portrait of Andrew Gorrie ,https://collections.ed.ac.uk/art/record/21347?highlight=*:*
Unknown,Jeffery Camp Unknown,https://collections.ed.ac.uk/art/record/50564?highlight=*:*
Standing Female Nude (1957),Peter Coyle Standing Female Nude ,https://collections.ed.ac.uk/art/record/20969?highlight=*:*
Portrait of a Seated Woman (1958),Alan Alexander Portrait of a Seated Woman ,https://collections.ed.ac.uk/art/record/21166?highlight=*:*
Giraffe,Emma Gillies Giraffe,https://collections.ed.ac.uk/art/record/53749?highlight=*:*
Composition with Three Figures against a Pink and Yellow Background (Circa 1968),Alan T. Johnston Composition with Three Figures against a Pink and Yellow Background ,https://collections.ed.ac.uk/art/record/22596?highlight=*:*
Aerial (2007),Anna Warsop Aerial ,https://collections.ed.ac.uk/art/record/99904?highlight=*:*
Unknown (1952),George Roderick Carmichael Unknown ,https://collections.ed.ac.uk/art/record/50569?highlight=*:*
Landscape (1968),Alastair Burns Landscape ,https://collections.ed.ac.uk/art/record/21273?highlight=*:*
Standing Female Nude (NOV 1957),Walter Miller Standing Female Nude ,https://collections.ed.ac.uk/art/record/20908?highlight=*:*
Legless Graham (Unknown),Jennifer Blake Legless Graham ,https://collections.ed.ac.uk/art/record/21995?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/50420?highlight=*:*
Portrait of a Seated Woman in Fur Coat (1965-1966),George Donald Portrait of a Seated Woman in Fur Coat ,https://collections.ed.ac.uk/art/record/21173?highlight=*:*
Lamb (1920s),Emma Gillies Lamb ,https://collections.ed.ac.uk/art/record/122124?highlight=*:*
Two Men Standing,Charlene Anderson Two Men Standing,https://collections.ed.ac.uk/art/record/21091?highlight=*:*
Untitled (Unknown),Victoria C F Bernie Untitled ,https://collections.ed.ac.uk/art/record/21786?highlight=*:*
Unknown,Gibbs Unknown,https://collections.ed.ac.uk/art/record/50415?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21617?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53666?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53632?highlight=*:*
Untitled (2001),Antonio Marcos Martin Untitled ,https://collections.ed.ac.uk/art/record/21921?highlight=*:*
Seated Male Nude in High-back Chair (1969),James Campbell Seated Male Nude in High-back Chair ,https://collections.ed.ac.uk/art/record/21270?highlight=*:*
Portrait of a Man (1959),Portrait of a Man ,https://collections.ed.ac.uk/art/record/20973?highlight=*:*
Edinburgh Castle,J. McGonigal Edinburgh Castle,https://collections.ed.ac.uk/art/record/122750?highlight=*:*
Abstract in Brown and Blue (1988),George M. Glen Abstract in Brown and Blue ,https://collections.ed.ac.uk/art/record/22565?highlight=*:*
Unknown (1946),Allan Lefley Unknown ,https://collections.ed.ac.uk/art/record/50485?highlight=*:*
Unknown (1950),Patrick W. Barclay Unknown ,https://collections.ed.ac.uk/art/record/50620?highlight=*:*
A Head (Unknown),Unknown A Head ,https://collections.ed.ac.uk/art/record/21561?highlight=*:*
Interior (Circa 1975),Brian D. Henderson Interior ,https://collections.ed.ac.uk/art/record/22623?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53678?highlight=*:*
Unknown (1975),Ruth Stiven Unknown ,https://collections.ed.ac.uk/art/record/50398?highlight=*:*
Unitled (Unknown),S J Dooley Unitled ,https://collections.ed.ac.uk/art/record/99909?highlight=*:*
Untitled,Sara Gough Untitled,https://collections.ed.ac.uk/art/record/112504?highlight=*:*
For Mayte Carrasco (Unknown),Elspeth Lamb For Mayte Carrasco ,https://collections.ed.ac.uk/art/record/21887?highlight=*:*
Reclining Female Nude (1961),Gwendolene H. MacKenzie Reclining Female Nude ,https://collections.ed.ac.uk/art/record/22718?highlight=*:*
Landscape (possibly),John Brown Landscape ,https://collections.ed.ac.uk/art/record/21428?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21881?highlight=*:*
Unknown (1957),Lawrence F. Baxter Unknown ,https://collections.ed.ac.uk/art/record/50617?highlight=*:*
Still Life with Decanter (1962),Kathleen B. Russell Still Life with Decanter ,https://collections.ed.ac.uk/art/record/122780?highlight=*:*
Portrait of a Man (1956),J Gorman Portrait of a Man ,https://collections.ed.ac.uk/art/record/21181?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53660?highlight=*:*
Untitled (1966),Simone Walker Untitled ,https://collections.ed.ac.uk/art/record/22477?highlight=*:*
Abstract Composition in Pale Grey (1994),Paula McQue Abstract Composition in Pale Grey ,https://collections.ed.ac.uk/art/record/123338?highlight=*:*
Unknown,Edith Duke Unknown,https://collections.ed.ac.uk/art/record/53525?highlight=*:*
Blackbird on Toys,Gordon Mitchell Blackbird on Toys,https://collections.ed.ac.uk/art/record/22560?highlight=*:*
Untitled - Drawing of Harbour (1967),Isobel T Johnstone Untitled - Drawing of Harbour ,https://collections.ed.ac.uk/art/record/99255?highlight=*:*
Untitled (1962),Crosier Untitled ,https://collections.ed.ac.uk/art/record/22494?highlight=*:*
Reclining Female Nude (JAN 1958),Walter Miller Reclining Female Nude ,https://collections.ed.ac.uk/art/record/20906?highlight=*:*
Fragments (1969),Ian G. Robertson Fragments ,https://collections.ed.ac.uk/art/record/122734?highlight=*:*
Reclining Nude Woman (1962),Norma M. Kirk Reclining Nude Woman ,https://collections.ed.ac.uk/art/record/122692?highlight=*:*
Reclining Female Nude (1952),John Houston Reclining Female Nude ,https://collections.ed.ac.uk/art/record/21352?highlight=*:*
Portrait of a Boy (1950),Cecile E. M. Johnstone Portrait of a Boy ,https://collections.ed.ac.uk/art/record/22667?highlight=*:*
River Thames,Unknown River Thames,https://collections.ed.ac.uk/art/record/122785?highlight=*:*
Portrait of Woman in White Blouse (1962),Elizabeth G. Kellar Portrait of Woman in White Blouse ,https://collections.ed.ac.uk/art/record/22714?highlight=*:*
Balmacarra,Sir William George Gillies Balmacarra,https://collections.ed.ac.uk/art/record/47435?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21569?highlight=*:*
Standing Male Nude (1958),Jacqueline A N Stieger Standing Male Nude ,https://collections.ed.ac.uk/art/record/20786?highlight=*:*
Untitled (2007),Frea Buckler Untitled ,https://collections.ed.ac.uk/art/record/99967?highlight=*:*
Winter Seascape,Kathleen Russell Winter Seascape,https://collections.ed.ac.uk/art/record/122892?highlight=*:*
Portrait of a Man (Circa 1963),Ruth M. L. Walker Portrait of a Man ,https://collections.ed.ac.uk/art/record/122756?highlight=*:*
Portrait of a Man in a Cap (1960),Irene Ellis Portrait of a Man in a Cap ,https://collections.ed.ac.uk/art/record/20982?highlight=*:*
Cityscape,Norman Taylor Cityscape,https://collections.ed.ac.uk/art/record/22582?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21565?highlight=*:*
Horse and Cart (1956),Moira E. Brown Horse and Cart ,https://collections.ed.ac.uk/art/record/22712?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53639?highlight=*:*
Embroidered panel,Winsome Douglass Embroidered panel,https://collections.ed.ac.uk/art/record/113832?highlight=*:*
Portrait of Josephine Baker (1997),Eduardo Luigi Paolozzi KBE,https://collections.ed.ac.uk/art/record/50366?highlight=*:*
No. 75,Olivia Grehang No. ,https://collections.ed.ac.uk/art/record/53482?highlight=*:*
Ecorche of Houdon,Unknown Unknown Ecorche of Houdon,https://collections.ed.ac.uk/art/record/20602?highlight=*:*
Portrait of a Seated Woman (1960s),Sandra Miller Portrait of a Seated Woman ,https://collections.ed.ac.uk/art/record/21278?highlight=*:*
Composition (1987),Gordon W. Boyd Composition ,https://collections.ed.ac.uk/art/record/22564?highlight=*:*
Tangled Leaves,Susan Alexander Tangled Leaves,https://collections.ed.ac.uk/art/record/50401?highlight=*:*
Sedilia from Lincluden Collegiate Church (1912),Joseph Cavagnari Sedilia from Lincluden Collegiate Church ,https://collections.ed.ac.uk/art/record/20568?highlight=*:*
Blindfolded Woman at Arch,David C Duke Blindfolded Woman at Arch,https://collections.ed.ac.uk/art/record/22551?highlight=*:*
The Smile You Put On Everyday (2016),Ruoyan Wang The Smile You Put On Everyday ,https://collections.ed.ac.uk/art/record/99241?highlight=*:*
Head of Niccolo da Uzzano,Head of Niccolo da Uzzano,https://collections.ed.ac.uk/art/record/20606?highlight=*:*
"Couplings, Paper bags (2017)",Tessa Lynch Couplings,https://collections.ed.ac.uk/art/record/102737?highlight=*:*
Drawing of Dominico Mancini (1946),Dorothy M. Peach Drawing of Dominico Mancini ,https://collections.ed.ac.uk/art/record/21740?highlight=*:*
